flow.stigma,stigmanum,uID,No.visits,year,Farm,Treatment,tc,variable,value,time,valbin
89,e,219for_v_st113,3,2018,savio,V3,Visited,PTB,1,4,0
106,a,209for_v_st110,3,2018,savio,V3,Visited,PTB,0,4,1
106,b,209for_v_st110,3,2018,savio,V3,Visited,PTB,0,4,1
106,c,209for_v_st110,3,2018,savio,V3,Visited,PTB,0,4,1
106,d,209for_v_st110,3,2018,savio,V3,Visited,PTB,0,4,1
114,a,219for_v_st219,3,2018,savio,V3,Visited,PTB,0,4,1
114,b,219for_v_st219,3,2018,savio,V3,Visited,PTB,0,4,1
114,c,219for_v_st219,3,2018,savio,V3,Visited,PTB,0,4,1
114,d,219for_v_st219,3,2018,savio,V3,Visited,PTB,0,4,1
24,A,106,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
24,B,106,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
24,C,106,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
24,D,106,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
32,A,96,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
32,B,96,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
32,C,96,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
32,D,96,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
32,E,96,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
41,A,62,3,2017,Savio,V3,Visited,PTB,0,4,1
41,B,62,3,2017,Savio,V3,Visited,PTB,0,4,1
41,C,62,3,2017,Savio,V3,Visited,PTB,0,4,1
41,D,62,3,2017,Savio,V3,Visited,PTB,0,4,1
41,E,62,3,2017,Savio,V3,Visited,PTB,0,4,1
41,F,62,3,2017,Savio,V3,Visited,PTB,0,4,1
43,A,3027,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
43,B,3027,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
43,C,3027,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
43,D,3027,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
43,E,3027,3,2017,Nicoletti,V3,Visited,PTB,0,4,1
44,A,51,3,2017,Savio,V3,Visited,PTB,0,4,1
44,B,51,3,2017,Savio,V3,Visited,PTB,1,4,0
44,C,51,3,2017,Savio,V3,Visited,PTB,0,4,1
44,D,51,3,2017,Savio,V3,Visited,PTB,0,4,1
46,A,44,3,2017,Savio,V3,Visited,PTB,0,4,1
46,B,44,3,2017,Savio,V3,Visited,PTB,0,4,1
46,C,44,3,2017,Savio,V3,Visited,PTB,0,4,1
46,D,44,3,2017,Savio,V3,Visited,PTB,0,4,1
46,E,44,3,2017,Savio,V3,Visited,PTB,0,4,1
11,A,219for_v_st217,5,2018,savio,V5,Visited,PTB,0,4,1
11,B,219for_v_st217,5,2018,savio,V5,Visited,PTB,0,4,1
11,C,219for_v_st217,5,2018,savio,V5,Visited,PTB,0,4,1
11,D,219for_v_st217,5,2018,savio,V5,Visited,PTB,0,4,1
157,A,209for_v_st212,5,2018,savio,V5,Visited,PTB,0,4,1
157,B,209for_v_st212,5,2018,savio,V5,Visited,PTB,0,4,1
157,C,209for_v_st212,5,2018,savio,V5,Visited,PTB,0,4,1
157,D,209for_v_st212,5,2018,savio,V5,Visited,PTB,0,4,1
200,A,169for_v_st103,5,2018,savio,V5,Visited,PTB,0,4,1
200,B,169for_v_st103,5,2018,savio,V5,Visited,PTB,0,4,1
200,C,169for_v_st103,5,2018,savio,V5,Visited,PTB,0,4,1
200,D,169for_v_st103,5,2018,savio,V5,Visited,PTB,0,4,1
200,E,169for_v_st103,5,2018,savio,V5,Visited,PTB,0,4,1
200,F,169for_v_st103,5,2018,savio,V5,Visited,PTB,0,4,1
209,A,169for_v_st005,5,2018,savio,V5,Visited,PTB,0,4,1
209,B,169for_v_st005,5,2018,savio,V5,Visited,PTB,0,4,1
209,C,169for_v_st005,5,2018,savio,V5,Visited,PTB,0,4,1
209,D,169for_v_st005,5,2018,savio,V5,Visited,PTB,0,4,1
243,E,219for_v_st123,5,2018,savio,V5,Visited,PTB,0,4,1
243,D,219for_v_st123,5,2018,savio,V5,Visited,PTB,0,4,1
243,C,219for_v_st123,5,2018,savio,V5,Visited,PTB,0,4,1
243,B,219for_v_st123,5,2018,savio,V5,Visited,PTB,0,4,1
243,A,219for_v_st123,5,2018,savio,V5,Visited,PTB,0,4,1
222,A,169for_v_st004,5,2018,savio,V5,Visited,PTB,0,4,1
222,B,169for_v_st004,5,2018,savio,V5,Visited,PTB,0,4,1
222,C,169for_v_st004,5,2018,savio,V5,Visited,PTB,0,4,1
222,D,169for_v_st004,5,2018,savio,V5,Visited,PTB,0,4,1
222,E,169for_v_st004,5,2018,savio,V5,Visited,PTB,0,4,1
143,B,910v1_v_st109,5,2018,ausfarm,V5,Visited,PTB,0,4,1
143,A,910v1_v_st109,5,2018,ausfarm,V5,Visited,PTB,0,4,1
143,C,910v1_v_st109,5,2018,ausfarm,V5,Visited,PTB,0,4,1
143,D,910v1_v_st109,5,2018,ausfarm,V5,Visited,PTB,1,4,0
143,E,910v1_v_st109,5,2018,ausfarm,V5,Visited,PTB,0,4,1
12,A,1046,5,2017,Savio,V5,Visited,PTB,0,4,1
12,B,1046,5,2017,Savio,V5,Visited,PTB,0,4,1
12,C,1046,5,2017,Savio,V5,Visited,PTB,0,4,1
12,D,1046,5,2017,Savio,V5,Visited,PTB,0,4,1
13,A,2022,5,2017,Ausfarm,V5,Visited,PTB,0,4,1
13,B,2022,5,2017,Ausfarm,V5,Visited,PTB,0,4,1
13,C,2022,5,2017,Ausfarm,V5,Visited,PTB,0,4,1
13,D,2022,5,2017,Ausfarm,V5,Visited,PTB,0,4,1
23,A,2018,5,2017,Savio,V5,Visited,PTB,0,4,1
23,B,2018,5,2017,Savio,V5,Visited,PTB,0,4,1
23,C,2018,5,2017,Savio,V5,Visited,PTB,0,4,1
23,D,2018,5,2017,Savio,V5,Visited,PTB,0,4,1
23,E,2018,5,2017,Savio,V5,Visited,PTB,0,4,1
26,A,55,5,2017,Savio,V5,Visited,PTB,0,4,1
26,B,55,5,2017,Savio,V5,Visited,PTB,0,4,1
26,C,55,5,2017,Savio,V5,Visited,PTB,0,4,1
26,D,55,5,2017,Savio,V5,Visited,PTB,0,4,1
26,E,55,5,2017,Savio,V5,Visited,PTB,1,4,0
28,A,85,5,2017,Nicoletti,V5,Visited,PTB,0,4,1
28,B,85,5,2017,Nicoletti,V5,Visited,PTB,0,4,1
28,C,85,5,2017,Nicoletti,V5,Visited,PTB,0,4,1
28,D,85,5,2017,Nicoletti,V5,Visited,PTB,0,4,1
28,E,85,5,2017,Nicoletti,V5,Visited,PTB,0,4,1
45,A,2028,5,2017,Ausfarm,V5,Visited,PTB,0,4,1
45,B,2028,5,2017,Ausfarm,V5,Visited,PTB,0,4,1
45,C,2028,5,2017,Ausfarm,V5,Visited,PTB,0,4,1
45,D,2028,5,2017,Ausfarm,V5,Visited,PTB,0,4,1
45,E,2028,5,2017,Ausfarm,V5,Visited,PTB,0,4,1
27,A,910v1_v_st101,7,2018,ausfarm,V7,Visited,PTB,0,4,1
27,B,910v1_v_st101,7,2018,ausfarm,V7,Visited,PTB,0,4,1
27,C,910v1_v_st101,7,2018,ausfarm,V7,Visited,PTB,0,4,1
27,D,910v1_v_st101,7,2018,ausfarm,V7,Visited,PTB,0,4,1
27,E,910v1_v_st101,7,2018,ausfarm,V7,Visited,PTB,0,4,1
158,A,169for_v_st106,7,2018,savio,V7,Visited,PTB,0,4,1
158,B,169for_v_st106,7,2018,savio,V7,Visited,PTB,0,4,1
158,C,169for_v_st106,7,2018,savio,V7,Visited,PTB,0,4,1
158,D,169for_v_st106,7,2018,savio,V7,Visited,PTB,0,4,1
158,E,169for_v_st106,7,2018,savio,V7,Visited,PTB,0,4,1
197,A,169for_v_st205,7,2018,savio,V7,Visited,PTB,0,4,1
197,B,169for_v_st205,7,2018,savio,V7,Visited,PTB,0,4,1
197,C,169for_v_st205,7,2018,savio,V7,Visited,PTB,0,4,1
214,A,219for_v_st224,7,2018,savio,V7,Visited,PTB,0,4,1
214,B,219for_v_st224,7,2018,savio,V7,Visited,PTB,0,4,1
214,C,219for_v_st224,7,2018,savio,V7,Visited,PTB,0,4,1
214,D,219for_v_st224,7,2018,savio,V7,Visited,PTB,0,4,1
218,A,910v1_v_st104,7,2018,ausfarm,V7,Visited,PTB,0,4,1
218,B,910v1_v_st104,7,2018,ausfarm,V7,Visited,PTB,0,4,1
218,C,910v1_v_st104,7,2018,ausfarm,V7,Visited,PTB,0,4,1
218,D,910v1_v_st104,7,2018,ausfarm,V7,Visited,PTB,0,4,1
218,E,910v1_v_st104,7,2018,ausfarm,V7,Visited,PTB,0,4,1
283,E,910v1_v_st102,7,2018,ausfarm,V7,Visited,PTB,0,4,1
283,D,910v1_v_st102,7,2018,ausfarm,V7,Visited,PTB,0,4,1
283,C,910v1_v_st102,7,2018,ausfarm,V7,Visited,PTB,0,4,1
283,B,910v1_v_st102,7,2018,ausfarm,V7,Visited,PTB,0,4,1
283,A,910v1_v_st102,7,2018,ausfarm,V7,Visited,PTB,0,4,1
69,a,910v1_v_st106,7,2018,ausfarm,V7,Visited,PTB,0,4,1
69,b,910v1_v_st106,7,2018,ausfarm,V7,Visited,PTB,0,4,1
69,c,910v1_v_st106,7,2018,ausfarm,V7,Visited,PTB,0,4,1
69,d,910v1_v_st106,7,2018,ausfarm,V7,Visited,PTB,1,4,0
94,a,219for_v_st124,7,2018,savio,V7,Visited,PTB,0,4,1
94,b,219for_v_st124,7,2018,savio,V7,Visited,PTB,0,4,1
94,c,219for_v_st124,7,2018,savio,V7,Visited,PTB,0,4,1
94,d,219for_v_st124,7,2018,savio,V7,Visited,PTB,1,4,0
94,e,219for_v_st124,7,2018,savio,V7,Visited,PTB,0,4,1
184,A,199for_v_sta,8,2018,savio,V8,Visited,PTB,1,4,0
184,B,199for_v_sta,8,2018,savio,V8,Visited,PTB,0,4,1
184,C,199for_v_sta,8,2018,savio,V8,Visited,PTB,0,4,1
184,D,199for_v_sta,8,2018,savio,V8,Visited,PTB,0,4,1
292,E,910v1_v_st103,8,2018,ausfarm,V8,Visited,PTB,0,4,1
292,D,910v1_v_st103,8,2018,ausfarm,V8,Visited,PTB,0,4,1
292,C,910v1_v_st103,8,2018,ausfarm,V8,Visited,PTB,0,4,1
292,B,910v1_v_st103,8,2018,ausfarm,V8,Visited,PTB,0,4,1
292,A,910v1_v_st103,8,2018,ausfarm,V8,Visited,PTB,0,4,1
138,A,219for_v_st222,8,2018,savio,V8,Visited,PTB,1,4,0
138,B,219for_v_st222,8,2018,savio,V8,Visited,PTB,1,4,0
138,C,219for_v_st222,8,2018,savio,V8,Visited,PTB,1,4,0
138,D,219for_v_st222,8,2018,savio,V8,Visited,PTB,0,4,1
138,E,219for_v_st222,8,2018,savio,V8,Visited,PTB,1,4,0
39,a,209for_v_st209,8,2018,savio,V8,Visited,PTB,0,4,1
39,b,209for_v_st209,8,2018,savio,V8,Visited,PTB,0,4,1
39,c,209for_v_st209,8,2018,savio,V8,Visited,PTB,0,4,1
39,d,209for_v_st209,8,2018,savio,V8,Visited,PTB,0,4,1
173,A,169for_v_st105,9,2018,savio,V9,Visited,PTB,0,4,1
173,B,169for_v_st105,9,2018,savio,V9,Visited,PTB,0,4,1
173,C,169for_v_st105,9,2018,savio,V9,Visited,PTB,0,4,1
173,D,169for_v_st105,9,2018,savio,V9,Visited,PTB,0,4,1
121,a,209for_v_st214,9,2018,savio,V9,Visited,PTB,0,4,1
121,b,209for_v_st214,9,2018,savio,V9,Visited,PTB,0,4,1
121,c,209for_v_st214,9,2018,savio,V9,Visited,PTB,0,4,1
121,d,209for_v_st214,9,2018,savio,V9,Visited,PTB,0,4,1
121,e,209for_v_st214,9,2018,savio,V9,Visited,PTB,0,4,1
