flow.stigma,stigmanum,uID,No.visits,year,Farm,Treatment,tc,variable,value,time,valbin
6,A,199cos_c_st009,na,2018,rizzatto,C,Control,TotPollen,0,1,1
6,B,199cos_c_st009,na,2018,rizzatto,C,Control,TotPollen,0,1,1
6,C,199cos_c_st009,na,2018,rizzatto,C,Control,TotPollen,0,1,1
6,D,199cos_c_st009,na,2018,rizzatto,C,Control,TotPollen,1,1,0
6,E,199cos_c_st009,na,2018,rizzatto,C,Control,TotPollen,0,1,1
211,A,139for_c_st020,na,2018,savio,C,Control,TotPollen,341,1,0
211,B,139for_c_st020,na,2018,savio,C,Control,TotPollen,0,1,1
211,C,139for_c_st020,na,2018,savio,C,Control,TotPollen,81,1,0
288,E,139for_c_st009,na,2018,savio,C,Control,TotPollen,34,1,0
288,D,139for_c_st009,na,2018,savio,C,Control,TotPollen,60,1,0
288,C,139for_c_st009,na,2018,savio,C,Control,TotPollen,14,1,0
288,B,139for_c_st009,na,2018,savio,C,Control,TotPollen,37,1,0
288,A,139for_c_st009,na,2018,savio,C,Control,TotPollen,21,1,0
97,a,179pit_c_st012,na,2018,fastfruit,C,Control,TotPollen,0,1,1
97,b,179pit_c_st012,na,2018,fastfruit,C,Control,TotPollen,1,1,0
97,c,179pit_c_st012,na,2018,fastfruit,C,Control,TotPollen,0,1,1
97,d,179pit_c_st012,na,2018,fastfruit,C,Control,TotPollen,0,1,1
97,e,179pit_c_st012,na,2018,fastfruit,C,Control,TotPollen,0,1,1
110,a,159pom_c_st002a,NA,2018,ausfarm,C,Control,TotPollen,29,1,0
110,b,159pom_c_st002a,NA,2018,ausfarm,C,Control,TotPollen,54,1,0
110,c,159pom_c_st002a,NA,2018,ausfarm,C,Control,TotPollen,96,1,0
110,d,159pom_c_st002a,NA,2018,ausfarm,C,Control,TotPollen,124,1,0
110,e,159pom_c_st002a,NA,2018,ausfarm,C,Control,TotPollen,38,1,0
14,A,2029,na,2017,Ausfarm,C,Control,TotPollen,26,1,0
14,B,2029,na,2017,Ausfarm,C,Control,TotPollen,2,1,0
14,C,2029,na,2017,Ausfarm,C,Control,TotPollen,21,1,0
14,D,2029,na,2017,Ausfarm,C,Control,TotPollen,6,1,0
14,E,2029,na,2017,Ausfarm,C,Control,TotPollen,9,1,0
16,A,5001,na,2017,Ausfarm,C,Control,TotPollen,6,1,0
16,B,5001,na,2017,Ausfarm,C,Control,TotPollen,18,1,0
16,C,5001,na,2017,Ausfarm,C,Control,TotPollen,5,1,0
16,D,5001,na,2017,Ausfarm,C,Control,TotPollen,18,1,0
16,E,5001,na,2017,Ausfarm,C,Control,TotPollen,33,1,0
17,A,5008,na,2017,Ausfarm,C,Control,TotPollen,0,1,1
17,B,5008,na,2017,Ausfarm,C,Control,TotPollen,0,1,1
17,C,5008,na,2017,Ausfarm,C,Control,TotPollen,0,1,1
17,D,5008,na,2017,Ausfarm,C,Control,TotPollen,0,1,1
17,E,5008,na,2017,Ausfarm,C,Control,TotPollen,0,1,1
1,A,5007,na,2017,Ausfarm,C,Control,TotPollen,144,1,0
1,B,5007,na,2017,Ausfarm,C,Control,TotPollen,81,1,0
1,C,5007,na,2017,Ausfarm,C,Control,TotPollen,91,1,0
1,D,5007,na,2017,Ausfarm,C,Control,TotPollen,53,1,0
21,A,5011,na,2017,Ausfarm,C,Control,TotPollen,8,1,0
21,B,5011,na,2017,Ausfarm,C,Control,TotPollen,1,1,0
21,C,5011,na,2017,Ausfarm,C,Control,TotPollen,2,1,0
27,A,50,na,2017,Savio,C,Control,TotPollen,33,1,0
27,B,50,na,2017,Savio,C,Control,TotPollen,21,1,0
27,C,50,na,2017,Savio,C,Control,TotPollen,12,1,0
27,D,50,na,2017,Savio,C,Control,TotPollen,0,1,1
27,E,50,na,2017,Savio,C,Control,TotPollen,0,1,1
2,A,5002,na,2017,Ausfarm,C,Control,TotPollen,15,1,0
2,B,5002,na,2017,Ausfarm,C,Control,TotPollen,0,1,1
2,C,5002,na,2017,Ausfarm,C,Control,TotPollen,4,1,0
2,D,5002,na,2017,Ausfarm,C,Control,TotPollen,1,1,0
2,E,5002,na,2017,Ausfarm,C,Control,TotPollen,20,1,0
35,A,5020,na,2017,Ausfarm,C,Control,TotPollen,0,1,1
35,B,5020,na,2017,Ausfarm,C,Control,TotPollen,0,1,1
35,C,5020,na,2017,Ausfarm,C,Control,TotPollen,1,1,0
35,D,5020,na,2017,Ausfarm,C,Control,TotPollen,0,1,1
3,A,101,na,2017,Nicoletti,C,Control,TotPollen,0,1,1
3,B,101,na,2017,Nicoletti,C,Control,TotPollen,0,1,1
3,C,101,na,2017,Nicoletti,C,Control,TotPollen,0,1,1
3,D,101,na,2017,Nicoletti,C,Control,TotPollen,0,1,1
5,A,90,na,2017,Nicoletti,C,Control,TotPollen,0,1,1
5,B,90,na,2017,Nicoletti,C,Control,TotPollen,0,1,1
5,C,90,na,2017,Nicoletti,C,Control,TotPollen,2,1,0
5,D,90,na,2017,Nicoletti,C,Control,TotPollen,0,1,1
5,E,90,na,2017,Nicoletti,C,Control,TotPollen,0,1,1
6,A,3001,na,2017,Ausfarm,C,Control,TotPollen,9,1,0
6,B,3001,na,2017,Ausfarm,C,Control,TotPollen,94,1,0
6,C,3001,na,2017,Ausfarm,C,Control,TotPollen,71,1,0
6,D,3001,na,2017,Ausfarm,C,Control,TotPollen,364,1,0
6,E,3001,na,2017,Ausfarm,C,Control,TotPollen,52,1,0
8,A,2017,na,2017,Savio,C,Control,TotPollen,0,1,1
8,B,2017,na,2017,Savio,C,Control,TotPollen,0,1,1
8,C,2017,na,2017,Savio,C,Control,TotPollen,0,1,1
8,D,2017,na,2017,Savio,C,Control,TotPollen,0,1,1
8,E,2017,na,2017,Savio,C,Control,TotPollen,0,1,1
8,A,1710for_hp_st003,NA,2018,savio,HP,Hand pollinated,TotPollen,318,1,0
8,B,1710for_hp_st003,NA,2018,savio,HP,Hand pollinated,TotPollen,116,1,0
8,C,1710for_hp_st003,NA,2018,savio,HP,Hand pollinated,TotPollen,223,1,0
8,D,1710for_hp_st003,NA,2018,savio,HP,Hand pollinated,TotPollen,264,1,0
8,E,1710for_hp_st003,NA,2018,savio,HP,Hand pollinated,TotPollen,435,1,0
18,A,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,TotPollen,20,1,0
18,B,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,TotPollen,26,1,0
18,C,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,TotPollen,3,1,0
18,D,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,TotPollen,54,1,0
18,E,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,TotPollen,11,1,0
18,F,219pit_hp_st305,NA,2018,fastfruit,HP,Hand pollinated,TotPollen,8,1,0
169,A,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,TotPollen,557,1,0
169,B,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,TotPollen,466,1,0
169,C,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,TotPollen,221,1,0
169,D,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,TotPollen,413,1,0
169,E,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,TotPollen,399,1,0
169,F,1710for_hp_st008,na,2018,savio,HP,Hand pollinated,TotPollen,428,1,0
182,A,1710acr_hp_st103,na,2018,ausfarm,HP,Hand pollinated,TotPollen,87,1,0
182,B,1710acr_hp_st103,na,2018,ausfarm,HP,Hand pollinated,TotPollen,342,1,0
182,C,1710acr_hp_st103,na,2018,ausfarm,HP,Hand pollinated,TotPollen,86,1,0
182,D,1710acr_hp_st103,na,2018,ausfarm,HP,Hand pollinated,TotPollen,286,1,0
182,E,1710acr_hp_st103,na,2018,ausfarm,HP,Hand pollinated,TotPollen,100,1,0
46,a,1710v1_hp_st108,na,2018,ausfarm,HP,Hand pollinated,TotPollen,120,1,0
46,b,1710v1_hp_st108,na,2018,ausfarm,HP,Hand pollinated,TotPollen,270,1,0
46,c,1710v1_hp_st108,na,2018,ausfarm,HP,Hand pollinated,TotPollen,131,1,0
46,d,1710v1_hp_st108,na,2018,ausfarm,HP,Hand pollinated,TotPollen,106,1,0
46,e,1710v1_hp_st108,na,2018,ausfarm,HP,Hand pollinated,TotPollen,170,1,0
11,A,4014,na,2017,Savio,HP,Hand pollinated,TotPollen,39,1,0
11,B,4014,na,2017,Savio,HP,Hand pollinated,TotPollen,4,1,0
11,C,4014,na,2017,Savio,HP,Hand pollinated,TotPollen,8,1,0
11,D,4014,na,2017,Savio,HP,Hand pollinated,TotPollen,19,1,0
18,A,4015,na,2017,Savio,HP,Hand pollinated,TotPollen,170,1,0
18,B,4015,na,2017,Savio,HP,Hand pollinated,TotPollen,77,1,0
18,C,4015,na,2017,Savio,HP,Hand pollinated,TotPollen,66,1,0
18,D,4015,na,2017,Savio,HP,Hand pollinated,TotPollen,191,1,0
19,A,4017,na,2017,Savio,HP,Hand pollinated,TotPollen,69,1,0
19,B,4017,na,2017,Savio,HP,Hand pollinated,TotPollen,56,1,0
19,C,4017,na,2017,Savio,HP,Hand pollinated,TotPollen,49,1,0
19,D,4017,na,2017,Savio,HP,Hand pollinated,TotPollen,52,1,0
19,E,4017,na,2017,Savio,HP,Hand pollinated,TotPollen,19,1,0
30,A,4013,na,2017,Savio,HP,Hand pollinated,TotPollen,87,1,0
30,B,4013,na,2017,Savio,HP,Hand pollinated,TotPollen,60,1,0
30,C,4013,na,2017,Savio,HP,Hand pollinated,TotPollen,5,1,0
30,D,4013,na,2017,Savio,HP,Hand pollinated,TotPollen,35,1,0
30,E,4013,na,2017,Savio,HP,Hand pollinated,TotPollen,45,1,0
31,A,4004,na,2017,Savio,HP,Hand pollinated,TotPollen,127,1,0
31,B,4004,na,2017,Savio,HP,Hand pollinated,TotPollen,161,1,0
31,C,4004,na,2017,Savio,HP,Hand pollinated,TotPollen,142,1,0
31,D,4004,na,2017,Savio,HP,Hand pollinated,TotPollen,151,1,0
9,A,4018,na,2017,Savio,HP,Hand pollinated,TotPollen,62,1,0
9,B,4018,na,2017,Savio,HP,Hand pollinated,TotPollen,43,1,0
9,C,4018,na,2017,Savio,HP,Hand pollinated,TotPollen,123,1,0
9,D,4018,na,2017,Savio,HP,Hand pollinated,TotPollen,8,1,0
9,E,4018,na,2017,Savio,HP,Hand pollinated,TotPollen,75,1,0
1,A,1610for_o_st019,na,2018,savio,O,Open,TotPollen,279,1,0
1,B,1610for_o_st019,na,2018,savio,O,Open,TotPollen,177,1,0
4,A,1610for_o_st012,NA,2018,savio,O,Open,TotPollen,81,1,0
4,B,1610for_o_st012,NA,2018,savio,O,Open,TotPollen,144,1,0
4,C,1610for_o_st012,NA,2018,savio,O,Open,TotPollen,125,1,0
4,D,1610for_o_st012,NA,2018,savio,O,Open,TotPollen,146,1,0
4,E,1610for_o_st012,NA,2018,savio,O,Open,TotPollen,138,1,0
5,A,210v1_o_st015,na,2018,ausfarm,O,Open,TotPollen,583,1,0
5,B,210v1_o_st015,na,2018,ausfarm,O,Open,TotPollen,167,1,0
5,C,210v1_o_st015,na,2018,ausfarm,O,Open,TotPollen,280,1,0
5,D,210v1_o_st015,na,2018,ausfarm,O,Open,TotPollen,416,1,0
5,E,210v1_o_st015,na,2018,ausfarm,O,Open,TotPollen,160,1,0
9,A,210bir_o_st017,na,2018,savio,O,Open,TotPollen,496,1,0
9,B,210bir_o_st017,na,2018,savio,O,Open,TotPollen,523,1,0
9,C,210bir_o_st017,na,2018,savio,O,Open,TotPollen,332,1,0
9,D,210bir_o_st017,na,2018,savio,O,Open,TotPollen,567,1,0
9,E,210bir_o_st017,na,2018,savio,O,Open,TotPollen,383,1,0
12,A,1610acr_o_st010,na,2018,ausfarm,O,Open,TotPollen,46,1,0
12,B,1610acr_o_st010,na,2018,ausfarm,O,Open,TotPollen,9,1,0
12,C,1610acr_o_st010,na,2018,ausfarm,O,Open,TotPollen,89,1,0
12,D,1610acr_o_st010,na,2018,ausfarm,O,Open,TotPollen,6,1,0
12,E,1610acr_o_st010,na,2018,ausfarm,O,Open,TotPollen,21,1,0
12,F,1610acr_o_st010,na,2018,ausfarm,O,Open,TotPollen,26,1,0
21,A,210v1_o_st014,na,2018,ausfarm,O,Open,TotPollen,183,1,0
21,B,210v1_o_st014,na,2018,ausfarm,O,Open,TotPollen,314,1,0
21,C,210v1_o_st014,na,2018,ausfarm,O,Open,TotPollen,346,1,0
21,D,210v1_o_st014,na,2018,ausfarm,O,Open,TotPollen,217,1,0
22,A,1610acr_o_st004,NA,2018,ausfarm,O,Open,TotPollen,159,1,0
22,B,1610acr_o_st004,NA,2018,ausfarm,O,Open,TotPollen,258,1,0
22,C,1610acr_o_st004,NA,2018,ausfarm,O,Open,TotPollen,83,1,0
22,D,1610acr_o_st004,NA,2018,ausfarm,O,Open,TotPollen,60,1,0
22,E,1610acr_o_st004,NA,2018,ausfarm,O,Open,TotPollen,15,1,0
22,F,1610acr_o_st004,NA,2018,ausfarm,O,Open,TotPollen,73,1,0
26,A,1610acr_o_st012,na,2018,ausfarm,O,Open,TotPollen,29,1,0
26,B,1610acr_o_st012,na,2018,ausfarm,O,Open,TotPollen,3,1,0
26,C,1610acr_o_st012,na,2018,ausfarm,O,Open,TotPollen,6,1,0
26,D,1610acr_o_st012,na,2018,ausfarm,O,Open,TotPollen,3,1,0
26,E,1610acr_o_st012,na,2018,ausfarm,O,Open,TotPollen,9,1,0
30,A,210v1_o_st017,NA,2018,ausfarm,O,Open,TotPollen,203,1,0
30,B,210v1_o_st017,NA,2018,ausfarm,O,Open,TotPollen,185,1,0
30,C,210v1_o_st017,NA,2018,ausfarm,O,Open,TotPollen,242,1,0
30,D,210v1_o_st017,NA,2018,ausfarm,O,Open,TotPollen,322,1,0
30,E,210v1_o_st017,NA,2018,ausfarm,O,Open,TotPollen,274,1,0
31,A,210bir_o_st011,na,2018,savio,O,Open,TotPollen,590,1,0
31,B,210bir_o_st011,na,2018,savio,O,Open,TotPollen,222,1,0
31,C,210bir_o_st011,na,2018,savio,O,Open,TotPollen,497,1,0
31,D,210bir_o_st011,na,2018,savio,O,Open,TotPollen,268,1,0
31,E,210bir_o_st011,na,2018,savio,O,Open,TotPollen,375,1,0
34,A,1610acr_o_st006,na,2018,ausfarm,O,Open,TotPollen,187,1,0
34,B,1610acr_o_st006,na,2018,ausfarm,O,Open,TotPollen,129,1,0
34,c,1610acr_o_st006,na,2018,ausfarm,O,Open,TotPollen,207,1,0
34,d,1610acr_o_st006,na,2018,ausfarm,O,Open,TotPollen,211,1,0
34,e,1610acr_o_st006,na,2018,ausfarm,O,Open,TotPollen,318,1,0
35,a,210v1_o_st013,na,2018,ausfarm,O,Open,TotPollen,442,1,0
35,b,210v1_o_st013,na,2018,ausfarm,O,Open,TotPollen,367,1,0
35,c,210v1_o_st013,na,2018,ausfarm,O,Open,TotPollen,299,1,0
35,d,210v1_o_st013,na,2018,ausfarm,O,Open,TotPollen,363,1,0
10,A,219for_v_st119,1,2018,savio,V1,Visited,TotPollen,166,1,0
10,B,219for_v_st119,1,2018,savio,V1,Visited,TotPollen,288,1,0
10,C,219for_v_st119,1,2018,savio,V1,Visited,TotPollen,385,1,0
10,D,219for_v_st119,1,2018,savio,V1,Visited,TotPollen,328,1,0
10,E,219for_v_st119,1,2018,savio,V1,Visited,TotPollen,142,1,0
152,A,169for_v_st207,1,2018,savio,V1,Visited,TotPollen,51,1,0
152,B,169for_v_st207,1,2018,savio,V1,Visited,TotPollen,70,1,0
152,C,169for_v_st207,1,2018,savio,V1,Visited,TotPollen,44,1,0
152,D,169for_v_st207,1,2018,savio,V1,Visited,TotPollen,55,1,0
152,E,169for_v_st207,1,2018,savio,V1,Visited,TotPollen,51,1,0
201,A,219for_v_st218,1,2018,savio,V1,Visited,TotPollen,0,1,1
201,B,219for_v_st218,1,2018,savio,V1,Visited,TotPollen,0,1,1
201,C,219for_v_st218,1,2018,savio,V1,Visited,TotPollen,0,1,1
201,D,219for_v_st218,1,2018,savio,V1,Visited,TotPollen,0,1,1
201,E,219for_v_st218,1,2018,savio,V1,Visited,TotPollen,0,1,1
217,A,209cos_v_st204,1,2018,rizzatto,V1,Visited,TotPollen,1,1,0
217,B,209cos_v_st204,1,2018,rizzatto,V1,Visited,TotPollen,30,1,0
217,C,209cos_v_st204,1,2018,rizzatto,V1,Visited,TotPollen,8,1,0
217,D,209cos_v_st204,1,2018,rizzatto,V1,Visited,TotPollen,12,1,0
275,E,910v1_v_st004,1,2018,ausfarm,V1,Visited,TotPollen,95,1,0
275,D,910v1_v_st004,1,2018,ausfarm,V1,Visited,TotPollen,12,1,0
275,C,910v1_v_st004,1,2018,ausfarm,V1,Visited,TotPollen,37,1,0
275,B,910v1_v_st004,1,2018,ausfarm,V1,Visited,TotPollen,1,1,0
275,A,910v1_v_st004,1,2018,ausfarm,V1,Visited,TotPollen,3,1,0
245,D,169for_v_st208,1,2018,savio,V1,Visited,TotPollen,0,1,1
245,C,169for_v_st208,1,2018,savio,V1,Visited,TotPollen,0,1,1
245,B,169for_v_st208,1,2018,savio,V1,Visited,TotPollen,0,1,1
245,A,169for_v_st208,1,2018,savio,V1,Visited,TotPollen,1,1,0
219,A,219for_v_st116,1,2018,savio,V1,Visited,TotPollen,6,1,0
219,B,219for_v_st116,1,2018,savio,V1,Visited,TotPollen,26,1,0
219,C,219for_v_st116,1,2018,savio,V1,Visited,TotPollen,26,1,0
219,D,219for_v_st116,1,2018,savio,V1,Visited,TotPollen,88,1,0
219,E,219for_v_st116,1,2018,savio,V1,Visited,TotPollen,151,1,0
104,a,219for_v_st120,1,2018,savio,V1,Visited,TotPollen,46,1,0
104,b,219for_v_st120,1,2018,savio,V1,Visited,TotPollen,124,1,0
104,c,219for_v_st120,1,2018,savio,V1,Visited,TotPollen,38,1,0
104,d,219for_v_st120,1,2018,savio,V1,Visited,TotPollen,50,1,0
104,e,219for_v_st120,1,2018,savio,V1,Visited,TotPollen,39,1,0
29,A,39,1,2017,Savio,V1,Visited,TotPollen,0,1,1
29,B,39,1,2017,Savio,V1,Visited,TotPollen,0,1,1
29,C,39,1,2017,Savio,V1,Visited,TotPollen,0,1,1
37,A,2015,1,2017,Savio,V1,Visited,TotPollen,0,1,1
37,B,2015,1,2017,Savio,V1,Visited,TotPollen,0,1,1
37,C,2015,1,2017,Savio,V1,Visited,TotPollen,0,1,1
37,D,2015,1,2017,Savio,V1,Visited,TotPollen,0,1,1
39,A,3000,1,2017,Ausfarm,V1,Visited,TotPollen,0,1,1
39,B,3000,1,2017,Ausfarm,V1,Visited,TotPollen,4,1,0
39,C,3000,1,2017,Ausfarm,V1,Visited,TotPollen,6,1,0
39,D,3000,1,2017,Ausfarm,V1,Visited,TotPollen,2,1,0
39,E,3000,1,2017,Ausfarm,V1,Visited,TotPollen,1,1,0
40,A,33,1,2017,Savio,V1,Visited,TotPollen,0,1,1
40,B,33,1,2017,Savio,V1,Visited,TotPollen,10,1,0
40,C,33,1,2017,Savio,V1,Visited,TotPollen,4,1,0
40,D,33,1,2017,Savio,V1,Visited,TotPollen,0,1,1
40,E,33,1,2017,Savio,V1,Visited,TotPollen,0,1,1
42,A,2011,1,2017,Savio,V1,Visited,TotPollen,3,1,0
42,B,2011,1,2017,Savio,V1,Visited,TotPollen,1,1,0
42,C,2011,1,2017,Savio,V1,Visited,TotPollen,0,1,1
42,D,2011,1,2017,Savio,V1,Visited,TotPollen,0,1,1
42,E,2011,1,2017,Savio,V1,Visited,TotPollen,0,1,1
4,A,2014,1,2017,Savio,V1,Visited,TotPollen,0,1,1
4,B,2014,1,2017,Savio,V1,Visited,TotPollen,2,1,0
4,C,2014,1,2017,Savio,V1,Visited,TotPollen,1,1,0
4,D,2014,1,2017,Savio,V1,Visited,TotPollen,2,1,0
4,E,2014,1,2017,Savio,V1,Visited,TotPollen,0,1,1
150,A,219for_v_st221,10,2018,savio,V10,Visited,TotPollen,2,1,0
150,B,219for_v_st221,10,2018,savio,V10,Visited,TotPollen,0,1,1
150,C,219for_v_st221,10,2018,savio,V10,Visited,TotPollen,2,1,0
246,C,219for_v_st223,10,2018,savio,V10,Visited,TotPollen,239,1,0
246,B,219for_v_st223,10,2018,savio,V10,Visited,TotPollen,168,1,0
246,A,219for_v_st223,10,2018,savio,V10,Visited,TotPollen,175,1,0
236,A,910v1_v_st001,10,2018,ausfarm,V10,Visited,TotPollen,195,1,0
236,B,910v1_v_st001,10,2018,ausfarm,V10,Visited,TotPollen,50,1,0
236,C,910v1_v_st001,10,2018,ausfarm,V10,Visited,TotPollen,89,1,0
236,D,910v1_v_st001,10,2018,ausfarm,V10,Visited,TotPollen,93,1,0
236,E,910v1_v_st001,10,2018,ausfarm,V10,Visited,TotPollen,2,1,0
236,F,910v1_v_st001,10,2018,ausfarm,V10,Visited,TotPollen,86,1,0
67,a,219for_v_st121,10,2018,savio,V10,Visited,TotPollen,58,1,0
67,b,219for_v_st121,10,2018,savio,V10,Visited,TotPollen,337,1,0
148,A,169for_v_st104,11,2018,savio,V11,Visited,TotPollen,59,1,0
148,B,169for_v_st104,11,2018,savio,V11,Visited,TotPollen,65,1,0
148,C,169for_v_st104,11,2018,savio,V11,Visited,TotPollen,15,1,0
148,D,169for_v_st104,11,2018,savio,V11,Visited,TotPollen,38,1,0
207,A,199for_v_std,11,2018,savio,V11,Visited,TotPollen,1,1,0
207,B,199for_v_std,11,2018,savio,V11,Visited,TotPollen,30,1,0
207,C,199for_v_std,11,2018,savio,V11,Visited,TotPollen,8,1,0
207,D,199for_v_std,11,2018,savio,V11,Visited,TotPollen,2,1,0
207,E,199for_v_std,11,2018,savio,V11,Visited,TotPollen,4,1,0
135,C,199for_v_stc,11,2018,savio,V11,Visited,TotPollen,215,1,0
135,D,199for_v_stc,11,2018,savio,V11,Visited,TotPollen,66,1,0
135,E,199for_v_stc,11,2018,savio,V11,Visited,TotPollen,122,1,0
135,a,199for_v_stc,11,2018,savio,V11,Visited,TotPollen,225,1,0
135,b,199for_v_stc,11,2018,savio,V11,Visited,TotPollen,168,1,0
165,A,219for_v_st126,12,2018,savio,V12,Visited,TotPollen,577,1,0
165,B,219for_v_st126,12,2018,savio,V12,Visited,TotPollen,563,1,0
165,C,219for_v_st126,12,2018,savio,V12,Visited,TotPollen,450,1,0
165,D,219for_v_st126,12,2018,savio,V12,Visited,TotPollen,168,1,0
165,E,219for_v_st126,12,2018,savio,V12,Visited,TotPollen,689,1,0
125,a,209for_v_st213,12,2018,savio,V12,Visited,TotPollen,17,1,0
125,b,209for_v_st213,12,2018,savio,V12,Visited,TotPollen,258,1,0
125,c,209for_v_st213,12,2018,savio,V12,Visited,TotPollen,40,1,0
125,d,209for_v_st213,12,2018,savio,V12,Visited,TotPollen,5,1,0
176,A,910v1_v_st008,3,2018,ausfarm,V3,Visited,TotPollen,225,1,0
176,B,910v1_v_st008,3,2018,ausfarm,V3,Visited,TotPollen,264,1,0
176,C,910v1_v_st008,3,2018,ausfarm,V3,Visited,TotPollen,124,1,0
176,D,910v1_v_st008,3,2018,ausfarm,V3,Visited,TotPollen,557,1,0
176,E,910v1_v_st008,3,2018,ausfarm,V3,Visited,TotPollen,112,1,0
277,E,209for_v_st211,3,2018,savio,V3,Visited,TotPollen,1,1,0
277,D,209for_v_st211,3,2018,savio,V3,Visited,TotPollen,0,1,1
277,C,209for_v_st211,3,2018,savio,V3,Visited,TotPollen,0,1,1
277,B,209for_v_st211,3,2018,savio,V3,Visited,TotPollen,0,1,1
277,A,209for_v_st211,3,2018,savio,V3,Visited,TotPollen,0,1,1
256,E,910v1_v_st003,3,2018,ausfarm,V3,Visited,TotPollen,197,1,0
256,D,910v1_v_st003,3,2018,ausfarm,V3,Visited,TotPollen,203,1,0
256,C,910v1_v_st003,3,2018,ausfarm,V3,Visited,TotPollen,324,1,0
256,B,910v1_v_st003,3,2018,ausfarm,V3,Visited,TotPollen,829,1,0
256,A,910v1_v_st003,3,2018,ausfarm,V3,Visited,TotPollen,415,1,0
242,E,199for_v_stb,3,2018,savio,V3,Visited,TotPollen,135,1,0
242,A,199for_v_stb,3,2018,savio,V3,Visited,TotPollen,126,1,0
242,B,199for_v_stb,3,2018,savio,V3,Visited,TotPollen,217,1,0
242,D,199for_v_stb,3,2018,savio,V3,Visited,TotPollen,73,1,0
242,C,199for_v_stb,3,2018,savio,V3,Visited,TotPollen,27,1,0
80,a,169for_v_st107,3,2018,savio,V3,Visited,TotPollen,8,1,0
80,b,169for_v_st107,3,2018,savio,V3,Visited,TotPollen,16,1,0
80,c,169for_v_st107,3,2018,savio,V3,Visited,TotPollen,36,1,0
80,d,169for_v_st107,3,2018,savio,V3,Visited,TotPollen,24,1,0
80,e,169for_v_st107,3,2018,savio,V3,Visited,TotPollen,38,1,0
84,a,910v1_v_st002,3,2018,ausfarm,V3,Visited,TotPollen,478,1,0
84,b,910v1_v_st002,3,2018,ausfarm,V3,Visited,TotPollen,490,1,0
84,c,910v1_v_st002,3,2018,ausfarm,V3,Visited,TotPollen,268,1,0
84,d,910v1_v_st002,3,2018,ausfarm,V3,Visited,TotPollen,242,1,0
84,e,910v1_v_st002,3,2018,ausfarm,V3,Visited,TotPollen,340,1,0
89,a,219for_v_st113,3,2018,savio,V3,Visited,TotPollen,447,1,0
89,b,219for_v_st113,3,2018,savio,V3,Visited,TotPollen,218,1,0
89,c,219for_v_st113,3,2018,savio,V3,Visited,TotPollen,515,1,0
89,d,219for_v_st113,3,2018,savio,V3,Visited,TotPollen,356,1,0
89,e,219for_v_st113,3,2018,savio,V3,Visited,TotPollen,219,1,0
106,a,209for_v_st110,3,2018,savio,V3,Visited,TotPollen,11,1,0
106,b,209for_v_st110,3,2018,savio,V3,Visited,TotPollen,31,1,0
106,c,209for_v_st110,3,2018,savio,V3,Visited,TotPollen,7,1,0
106,d,209for_v_st110,3,2018,savio,V3,Visited,TotPollen,5,1,0
114,a,219for_v_st219,3,2018,savio,V3,Visited,TotPollen,9,1,0
114,b,219for_v_st219,3,2018,savio,V3,Visited,TotPollen,14,1,0
114,c,219for_v_st219,3,2018,savio,V3,Visited,TotPollen,16,1,0
114,d,219for_v_st219,3,2018,savio,V3,Visited,TotPollen,8,1,0
24,A,106,3,2017,Nicoletti,V3,Visited,TotPollen,219,1,0
24,B,106,3,2017,Nicoletti,V3,Visited,TotPollen,55,1,0
24,C,106,3,2017,Nicoletti,V3,Visited,TotPollen,25,1,0
24,D,106,3,2017,Nicoletti,V3,Visited,TotPollen,24,1,0
32,A,96,3,2017,Nicoletti,V3,Visited,TotPollen,49,1,0
32,B,96,3,2017,Nicoletti,V3,Visited,TotPollen,24,1,0
32,C,96,3,2017,Nicoletti,V3,Visited,TotPollen,78,1,0
32,D,96,3,2017,Nicoletti,V3,Visited,TotPollen,74,1,0
32,E,96,3,2017,Nicoletti,V3,Visited,TotPollen,89,1,0
41,A,62,3,2017,Savio,V3,Visited,TotPollen,39,1,0
41,B,62,3,2017,Savio,V3,Visited,TotPollen,63,1,0
41,C,62,3,2017,Savio,V3,Visited,TotPollen,82,1,0
41,D,62,3,2017,Savio,V3,Visited,TotPollen,48,1,0
41,E,62,3,2017,Savio,V3,Visited,TotPollen,59,1,0
41,F,62,3,2017,Savio,V3,Visited,TotPollen,7,1,0
43,A,3027,3,2017,Nicoletti,V3,Visited,TotPollen,2,1,0
43,B,3027,3,2017,Nicoletti,V3,Visited,TotPollen,4,1,0
43,C,3027,3,2017,Nicoletti,V3,Visited,TotPollen,32,1,0
43,D,3027,3,2017,Nicoletti,V3,Visited,TotPollen,1,1,0
43,E,3027,3,2017,Nicoletti,V3,Visited,TotPollen,0,1,1
44,A,51,3,2017,Savio,V3,Visited,TotPollen,190,1,0
